,,subsidiary,entityId,isperson,salutation,firstname,middlename,lastname,title,,companyname,Rep,email,phone,altphone,fax,Address1_AddressName,Address1_attention,Address1_Addressee,Address1_phone,Address1_line1,Address1_line2,Address1_city,Address1_state,Address1_zipCode,Address1_country,Address1_defaultBilling,Address1_defaultShipping,terms,taxable
1,454,,16326,,,,,,,,Opex Corporation,Thomas Harbin,,(856) 727-1100,,,Mailing,,Opex Corporation,,305 Commerce Drive,,Moorestown,NJ,08057,United States,FALSE,FALSE,Net 30,TRUE
2,454,,16326,,,,,,,,,,,,,,Billing,,Opex Corporation,,305 Commerce Drive,,Moorestown,NJ,08057,United States,TRUE,FALSE,,
3,454,,16326,,,,,,,,,,,,,,Shipping,,Opex Corporation,,835 Lancer,,Moorestown,NJ,08057,United States,FALSE,TRUE,,
1,455,,16328,,,,,,,,York Wallcoverings,Thomas Harbin,,(717) 846-4456,,,Mailing,,York Wallcoverings,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,455,,16328,,,,,,,,,,,,,,Billing,,York Wallcoverings,,750 Linden Avenue,,York,PA,17405,United States,TRUE,FALSE,,
3,455,,16328,,,,,,,,,,,,,,Shipping,,York Wallcoverings,,750 Linden Avenue,,York,PA,17405,United States,FALSE,TRUE,,
1,456,,16333,,,,,,,,Cirtronics Corporation,Thomas Harbin,,(603) 249-9190,,(603) 249-9194,Mailing,,Cirtronics Corporation,,528 Route 13 South,,Milford,NH,03055,United States,FALSE,FALSE,Net 30,TRUE
2,456,,16333,,,,,,,,,,,,,,Billing,,Cirtronics Corporation,,528 Route 13 South,,Milford,NH,03055,United States,TRUE,FALSE,,
3,456,,16333,,,,,,,,,,,,,,Shipping,,Cirtronics Corporation,,528 Route 13 South,,Milford,NH,03055,United States,FALSE,TRUE,,
1,457,,16356,,,,,,,,Univex Corporation,Thomas Harbin,ap@univexcorp.com,(603) 893-6191,,(603) 893-1249,Mailing,,Univex Corporation,,3 Old Rockingham Road,,Salem,NH,03079,United States,FALSE,FALSE,Net 30,TRUE
2,457,,16356,,,,,,,,,,,,,,Billing,,Univex Corporation,,3 Old Rockingham Road,,Salem,NH,03079,United States,TRUE,FALSE,,
3,457,,16356,,,,,,,,,,,,,,Shipping,,Univex Corporation,,3 Old Rockingham Road,,Salem,NH,03079,United States,FALSE,TRUE,,
1,458,,16359,,,,,,,,Plastifab Industries,Ed Rodriguez,payables@plastifab.ca,(514) 325-9840,(800) 361-4774,(514) 325-3341,Mailing,,Plastifab Industries,,7777 rte Transcanadienne,,Saint-Laurent,QC,H4S 1L3,Canada,FALSE,FALSE,Net 30,TRUE
2,458,,16359,,,,,,,,,,,,,,Billing,,Plastifab Industries,,7777 rte Transcanadienne,,Saint-Laurent,QC,H4S 1L3,Canada,TRUE,FALSE,,
3,458,,16359,,,,,,,,,,,,,,Shipping,,Plastifab Industries,,7777 rte Transcanadienne,,Saint-Laurent,QC,H4S 1L3,Canada ,FALSE,TRUE,,
1,459,,16362,,,,,,,,Stair Supplies,Jake Sowers,,(866) 226-6536,(574) 975-0288,(509) 463-4227,Mailing,,Stair Supplies,,1722 Eisenhower Drive North,Suite B,Goshen,IN,46526,United States,FALSE,FALSE,Net 30,TRUE
2,459,,16362,,,,,,,,,,,,,,Billing,,Stair Supplies,,1722 Eisenhower Drive North,Suite B,Goshen,IN,46526,United States,TRUE,FALSE,,
3,459,,16362,,,,,,,,,,,,,,Shipping,,Stair Supplies,,1722 Eisenhower Drive North,Suite B,Goshen,IN,46526,United States,FALSE,TRUE,,
1,460,,16364,,,,,,,,Dare 2B Different! Enterprises LLC.,Mark Mogar,,1-855-924-D2BD,(321) 288-1655,,Mailing,,Dare 2B Different! Enterprises LLC.,,915 Beryl Drive,,Rockledge,FL,32955,United States,FALSE,FALSE,,TRUE
2,460,,16364,,,,,,,,,,,,,,Billing,,Dare 2B Different! Enterprises LLC.,,915 Beryl Drive,,Rockledge,FL,32955,United States,TRUE,FALSE,,
3,460,,16364,,,,,,,,,,,,,,Shipping,,Dare 2B Different! Enterprises LLC.,,915 Beryl Drive,,Rockledge,FL,32955,United States,FALSE,TRUE,,
1,461,,16371,,,,,,,,"JPC Controls, Inc.",Jake Sowers,,(636) 946-3300,,(636) 724-2492,Mailing,,"JPC Controls, Inc.",,3081 Elm Point Industrial Drive,,St. Charles,MO,63301,United States,FALSE,FALSE,Credit Card,TRUE
2,461,,16371,,,,,,,,,,,,,,Billing,,"JPC Controls, Inc.",,3081 Elm Point Industrial Drive,,St. Charles,MO,63301,United States,TRUE,FALSE,,
3,461,,16371,,,,,,,,,,,,,,Shipping,,"JPC Controls, Inc.",,3081 Elm Point Industrial Drive,,St. Charles,MO,63301,United States,FALSE,TRUE,,
1,462,,16384,,,,,,,,Michelin Tire,Mark Mogar,,,,,Mailing,,Michelin Tire,,,,,,,,FALSE,FALSE,,TRUE
2,462,,16384,,,,,,,,,,,,,,Billing,,Michelin Tire,,,,,,,,TRUE,FALSE,,
3,462,,16384,,,,,,,,,,,,,,Shipping,,Michelin Tire,,515 Michelin Road,,Greenville ,SC,29605,United States,FALSE,TRUE,,
1,463,,16403,,,,,,,,Wi Inc.,Matthew Kay,,(303) 762-1693,,,Mailing,,Wi Inc.,,12503 E. Euclid Drive Suite 6,,Centennial,CO,80111,United States,FALSE,FALSE,Net 30,TRUE
2,463,,16403,,,,,,,,,,,,,,Billing,,Wi Inc.,,12503 E. Euclid Drive Suite 6,,Centennial,CO,80111,United States,TRUE,FALSE,,
3,463,,16403,,,,,,,,,,,,,,Shipping,,Wi Inc.,,12503 E. Euclid Drive Suite 6,,Centennial,CO,80111,United States,FALSE,TRUE,,
1,464,,16404,,,,,,,,"AAXICO Technical Services, Inc. (Kapco-Global)",Mark Mogar,,1.954.247.6680,,1.714.996.3490,Mailing,,"AAXICO Technical Services, Inc. (Kapco-Global)",,,,,,,,FALSE,FALSE,Credit Card,TRUE
2,464,,16404,,,,,,,,,,,,,,Billing,,"AAXICO Technical Services, Inc. (Kapco-Global)",,10601 State St. Suite 1,,Tamarac,FL,33321,United States,TRUE,FALSE,,
3,464,,16404,,,,,,,,,,,,,,Shipping,,"AAXICO Technical Services, Inc. (Kapco-Global)",,10601 State St. Suite 1,,Tamarac,FL,33321,United States,FALSE,TRUE,,
1,465,,16407,,,,,,,Veritiv,Veritiv - MN,Mark Mogar,aptradeinvoices@veritivcorp.com,,,,Mailing,,Veritiv - MN,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,465,,16407,,,,,,,,,,,,,,Billing,,Veritiv - MN,,P. O. Box 625799,,Cincinnati,OH,45262,United States,TRUE,FALSE,,
3,465,,16407,,,,,,,,,,,,,,Shipping,,Veritiv - MN,,13201 Wilfred Lane North,,Rogers,MN,55374,United States,FALSE,TRUE,,
1,466,,16411,,,,,,,,"Tecmotiv (USA), Inc.",Thomas Harbin,,(716) 282-1211,,(716) 285-1781,Mailing,,"Tecmotiv (USA), Inc.",,1500 James Avenue,,Niagra Falls,NY,14305,United States,FALSE,FALSE,Net 30,TRUE
2,466,,16411,,,,,,,,,,,,,,Billing,,"Tecmotiv (USA), Inc.",,1500 James Avenue,,Niagra Falls,NY,14305,United States,TRUE,FALSE,,
3,466,,16411,,,,,,,,,,,,,,Shipping,,"Tecmotiv (USA), Inc.",,1500 James Avenue,,Niagra Falls,NY,14305,United States,FALSE,TRUE,,
1,467,,16421,,,,,,,,"Eliminating Global Boundaries, Inc.",Thomas Harbin,,(203) 698-0397,,(203) 698-0398,Mailing,,"Eliminating Global Boundaries, Inc.",,7 Ferris Drive,,Old Greenwich,CT,06870,United States,FALSE,FALSE,Net 30,TRUE
2,467,,16421,,,,,,,,,,,,,,Billing,,"Eliminating Global Boundaries, Inc.",,7 Ferris Drive,,Old Greenwich,CT,06870,United States,TRUE,FALSE,,
3,467,,16421,,,,,,,,,,,,,,Shipping,,"Eliminating Global Boundaries, Inc.",,7 Ferris Drive,,Old Greenwich,CT,06870,United States,FALSE,TRUE,,
1,468,,16424,,,,,,,,SPARK Product Development LLC,Mark Mogar,,(804) 440-5700,,(856) 975-5225,Mailing,,SPARK Product Development LLC,,5928 School Avenue,,Richmond,VA,23228,United States,FALSE,FALSE,Net 30,TRUE
2,468,,16424,,,,,,,,,,,,,,Billing,,SPARK Product Development LLC,,5928 School Avenue,,Richmond,VA,23228,United States,TRUE,FALSE,,
3,468,,16424,,,,,,,,,,,,,,Shipping,,SPARK Product Development LLC,,5928 School Avenue,,Richmond,VA,23228,United States,FALSE,TRUE,,
1,469,,16425,,,,,,,,VDC / Ayon,Mark Mogar,ap@vdcds.com,(321) 784-4427,,(321) 784-6617,Mailing,,,,5155 King Street,,Cocoa,FL,32926,United States,FALSE,FALSE,Net 30,TRUE
2,469,,16425,,,,,,,,,,,,,,Billing,,,,5155 W. King Street,,Cocoa,FL,32926,United States,TRUE,FALSE,,
3,469,,16425,,,,,,,,,,,,,,Shipping,,,,5155 W. King Street,,Cocoa,FL,32926,United States,FALSE,TRUE,,
1,470,,16442,,,,,,,,Red River Institute LLC,Donald Pennington,,1 (512) 327-2656,,,Mailing,,Red River Institute LLC,,,,,,,,FALSE,FALSE,,TRUE
2,470,,16442,,,,,,,,,,,,,,Billing,,Red River Institute LLC,,PO Box 160220,,Austin ,TX,78716-0220,United States,TRUE,FALSE,,
3,470,,16442,,,,,,,,,,,,,,Shipping,,Red River Institute LLC,,40 North Interstate 35 Unit 9B1,,Austin,TX,78701,United States,FALSE,TRUE,,
1,471,,16447,,,,,,,Fastenal,Fastenal - Baltimore,Jake Sowers,apinvoicedisc@fastenal.com,(410) 244-1954,,,Mailing,,Fastenal - Baltimore,,1008 Russell Street,,Baltimore,MD,21230,United States,FALSE,FALSE,Net 30,TRUE
2,471,,16447,,,,,,,,,,,,,,Billing,,Fastenal - Baltimore,,A/P P. O. Box 348,,Winona,MN,55987,United States,TRUE,FALSE,,
3,471,,16447,,,,,,,,,,,,,,Shipping,,Fastenal - Baltimore,,1008 Russell Street,,Baltimore,MD,21230,United States,FALSE,TRUE,,
1,472,,16451,,,,,,,Teleflex,Teleflex - Malaysia,Mark Mogar,kupu.arumugam@teleflex.com,,,,Mailing,,Teleflex - Malaysia,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,472,,16451,,,,,,,,,,,,,,Billing,,Teleflex - Malaysia,,Teleflex Medical SDN BHD Attn: Milly Ong/ Kupu,"PT 2577 Jalan Perusahaan 4, Kamunting Industrial Estate, 34600 Kamunting ",Perak,,,Malasyia,TRUE,FALSE,,
3,472,,16451,,,,,,,,,,,,,,Shipping,,Teleflex - Malaysia,,Teleflex Medical SDN BHD,"PT 2577 Jalan Perusahaan 4, Kamunting Industrial Estate, 34600 Kamunting ",Perak,,,Malaysia,FALSE,TRUE,,
1,473,,16468,,,,,,,,"Silfab Solar, Inc.",Ed Rodriguez,accountspayable@silfab.ca; usa_accountspayable@silfabsolar.com,(905) 255-2501,,,Mailing,,"Silfab Solar, Inc.",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,473,,16468,,,,,,,,,,,,,,Billing,,"Silfab Solar, Inc.",,240 Courtneypark Drive E,,Mississauga,ON,L5T 2S5,Canada,TRUE,FALSE,,
3,473,,16468,,,,,,,,,,,,,,Shipping,,"Silfab Solar, Inc.",,240 Courtney Park Drive E,,Mississauga,ON,L5T 2S5,Canada,FALSE,TRUE,,
1,474,,16469,,,,,,,,Knuckledragger Design LLC,Ed Rodriguez,,(619) 660-0767,,(619) 660-0774,Mailing,,Knuckledragger Design LLC,,P.O. Box 2595,,Spring Valley,CA,91979,United States,FALSE,FALSE,Prepay,TRUE
2,474,,16469,,,,,,,,,,,,,,Billing,,Knuckledragger Design LLC,,P.O. Box 2595,,Spring Valley,CA,91979,United States,TRUE,FALSE,,
3,474,,16469,,,,,,,,,,,,,,Shipping,,Knuckledragger Design LLC,,"2732 Via Orange Way, Suite D",,Spring Valley,CA,91978,United States,FALSE,TRUE,,
1,475,,16470,,,,,,,Fastenal,Fastenal - Ohio,Jake Sowers,apinvoicedisc@fastenal.com,(419) 621-8228,,(419) 621-8128,Mailing,,Fastenal - Ohio,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,475,,16470,,,,,,,,,,,,,,Billing,,Fastenal - Ohio,,ATTN: A/P,P. O. Box 529,Winona,MN,55987,United States,TRUE,FALSE,,
3,475,,16470,,,,,,,,,,,,,,Shipping,,Fastenal - Ohio,,3501 Venice Road,,Sandusky,OH,44870,United States,FALSE,TRUE,,
1,476,,16477,,,,,,,,"Nourisse Naturals,  LLC",Thomas Harbin,33cindyb@gmail.com,(978) 626-1107,,,Mailing,,"Nourisse Naturals,  LLC",,,,,,,,FALSE,FALSE,Prepay,TRUE
2,476,,16477,,,,,,,,,,,,,,Billing,,"Nourisse Naturals,  LLC",,27 Elm Street,,Hamilton,MA,01982,United States,TRUE,FALSE,,
3,476,,16477,,,,,,,,,,,,,,Shipping,,"Nourisse Naturals,  LLC",,27 Elm Street,,S. Hamilton,MA,01982,United States,FALSE,TRUE,,
1,477,,16490,,,,,,,,Wake Forest University Baptist Medical Center,Mark Mogar,,(786) 602-4026,,,Mailing,,Wake Forest University Baptist Medical Center,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,477,,16490,,,,,,,,,,,,,,Billing,,Wake Forest University Baptist Medical Center,,Attn: Accounts Payable,Medical Center Blvd,Winston-Salem,NC,27157,United States,TRUE,FALSE,,
3,477,,16490,,,,,,,,,,,,,,Shipping,,Wake Forest University Baptist Medical Center,,,,,,,,FALSE,TRUE,,
1,478,,16492,,,,,,,,"Hancock Medical, Inc. ",Matthew Kay,,(650) 691-8973,,,Mailing,,"Hancock Medical, Inc. ",,897 Independence Avenue ,Suite 3A,Mountain View,CA,94043,United States,FALSE,FALSE,,TRUE
2,478,,16492,,,,,,,,,,,,,,Billing,,"Hancock Medical, Inc. ",,897 Independence Avenue ,Suite 3A,Mountain View,CA,94043,United States,TRUE,FALSE,,
3,478,,16492,,,,,,,,,,,,,,Shipping,,"Hancock Medical, Inc. ",,897 Independence Avenue ,Suite 3A,Mountain View,CA,94043,United States,FALSE,TRUE,,
1,479,,16499,,,,,,,,Sardine Can Giftware,Thomas Harbin,gregg@sardine.us,1.207.989.0903,,(207) 989-0908,Mailing,,Sardine Can Giftware,,PO Box 283,,Brewer,ME,04412,United States,FALSE,FALSE,Net 30,TRUE
2,479,,16499,,,,,,,,,,,,,,Billing,,Sardine Can Giftware,,PO Box 283,,Brewer,ME,04412,United States,TRUE,FALSE,,
3,479,,16499,,,,,,,,,,,,,,Shipping,,Sardine Can Giftware,,17 Doughty Drive,,Brewer,ME,04412,United States,FALSE,TRUE,,
1,481,,16512,,,,,,,,Energy Products Distribution,Thomas Harbin,,(800) 537-3911,,(410) 882-5890,Mailing,,Energy Products Distribution,,9223 Harford Road,,Baltimore,MD,21234,United States,FALSE,FALSE,Credit Card,FALSE
2,481,,16512,,,,,,,,,,,,,,Billing,,Energy Products Distribution,,9223 Harford Road,,Baltimore,MD,21234,United States,TRUE,FALSE,,
3,481,,16512,,,,,,,,,,,,,,Shipping,,Energy Products Distribution,,9223 Harford Road,,Baltimore,MD,21234,United States,FALSE,TRUE,,
1,482,,16516,,,,,,,,Ferguson Industrial/Wolseley Industrial Group ,Mark Mogar,APInvoices@ferguson.com; micki.hernandez@ferguson.com,(803) 396-1599,,,Mailing,,Ferguson Industrial/Wolseley Industrial Group ,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,482,,16516,,,,,,,,,,,,,,Billing,,Ferguson Industrial/Wolseley Industrial Group ,,PO Box 9406,,Hampton,VA,23670-0406,United States,TRUE,FALSE,,
3,482,,16516,,,,,,,,,,,,,,Shipping,,Ferguson Industrial/Wolseley Industrial Group ,,2945 Crescentville Rd,Integrated Services #281,West Chester,OH,45069,United States,FALSE,TRUE,,
1,483,,16521,,,,,,,,Eklipse Architectural Lighting,Matthew Kay,,(514) 590-0099,,(514) 590-0098,Mailing,,Eklipse Architectural Lighting,,,,,,,,FALSE,FALSE,Credit Card,TRUE
2,483,,16521,,,,,,,,,,,,,,Billing,,Eklipse Architectural Lighting,,"2090 Rue Moreau, Suite 100",,Montreal,QC,H1W 2M3,Canada,TRUE,FALSE,,
3,483,,16521,,,,,,,,,,,,,,Shipping,,Eklipse Architectural Lighting,,,,,,,,FALSE,TRUE,,
1,484,,16527,,,,,,,,SHL Medical AG,Mark Mogar,US-FINC@shl-group.com; nadine.kirschenhofer@shl-medical.com,,,,Mailing,,SHL Medical AG,,588 Jim Moran Blvd.,,Deerfield Beach,FL,33442,Switzerland,FALSE,FALSE,Net 30,TRUE
2,484,,16527,,,,,,,,,,,,,,Billing,,SHL Medical AG,,Gubelstrasse 22,6300 Zug,,,,Switzerland,TRUE,FALSE,,
3,484,,16527,,,,,,,,,,,,,,Shipping,,SHL Medical AG,,588 Jim Moran Blvd.,,Deerfield Beach,FL,33442,United States,FALSE,TRUE,,
1,485,,16532,,,,,,,,Transaxle ,Thomas Harbin,vboruta@transaxle.com,(856) 665-4445,,,Mailing,,Transaxle ,,2501 NJ 73 South,,Cinnaminson,NJ,08077,United States,FALSE,FALSE,Net 30,TRUE
2,485,,16532,,,,,,,,,,,,,,Billing,,Transaxle ,,2501 NJ 73 South,,Cinnaminson,NJ,08077,United States,TRUE,FALSE,,
3,485,,16532,,,,,,,,,,,,,,Shipping,,Transaxle ,,2501 NJ 73 South,,Cinnaminson,NJ,08077,United States,FALSE,TRUE,,
1,486,,16538,,,,,,,,Power Choice Sdn Bhd,Mark Mogar,kavi@powerchoice.com.my,60-45077671,,60-45079040,Mailing,,Power Choice Sdn Bhd,,,,,,,,FALSE,FALSE,,TRUE
2,486,,16538,,,,,,,,,,,,,,Billing,,Power Choice Sdn Bhd,,Plot 79 Lorong Perindustrian Bukit,Kawasan Perindustrian Bukit Minyak,Bukit Mertajam,,14100,Malaysia,TRUE,FALSE,,
3,486,,16538,,,,,,,,,,,,,,Shipping,,Power Choice Sdn Bhd,,,,,,,,FALSE,TRUE,,
1,487,,16540,,,,,,,Fastenal,Fastenal - Greencastle,Jake Sowers,,(717) 597-1221,,(717) 597-1251,Mailing,,Fastenal - Greencastle,,,,,,,,FALSE,FALSE,,TRUE
2,487,,16540,,,,,,,,,,,,,,Billing,,Fastenal - Greencastle,,335 Nova Drive,,Greencastle,PA,17225,United States,TRUE,FALSE,,
3,487,,16540,,,,,,,,,,,,,,Shipping,,Fastenal - Greencastle,,335 Nova Drive,,Greencastle,PA,17225,United States,FALSE,TRUE,,
1,488,,16548,,,,,,,,Dampp-Chaser Electronics,Mark Mogar,,(800) 438-1524,,,Mailing,,Dampp-Chaser Electronics,,PO Box 1610 ,,Hendersonville,NC,28792,United States,FALSE,FALSE,,TRUE
2,488,,16548,,,,,,,,,,,,,,Billing,,Dampp-Chaser Electronics,,PO Box 1610 ,,Hendersonville,NC,28792,United States,TRUE,FALSE,,
3,488,,16548,,,,,,,,,,,,,,Shipping,,Dampp-Chaser Electronics,,1410 Spartanburg Hwy.,,Hendersonville,NC,28792,United States,FALSE,TRUE,,
1,489,,16551,,,,,,,General Motors Corp.,General Motors Corp. - Oshawa Assembly,Jake Sowers,,,,,Mailing,,General Motors Corp. - Oshawa Assembly,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,489,,16551,,,,,,,,,,,,,,Billing,,General Motors Corp. - Oshawa Assembly,,PO BOX 982002,,El Paso,TX,,United States,TRUE,FALSE,,
3,489,,16551,,,,,,,,,,,,,,Shipping,,General Motors Corp. - Oshawa Assembly,,"880 Stevenson Road, South",,Oshawa,ON,L1J 7C8,Canada,FALSE,TRUE,,
1,490,,16554,,,,,,,Ford Motor Co.,Ford Arizona Proving Ground,Victoria Sessa,,,,,Mailing,,Ford Arizona Proving Ground,,,,,,,,FALSE,FALSE,Net 60,TRUE
2,490,,16554,,,,,,,,,,,,,,Billing,,Ford Arizona Proving Ground,,20715 W Happy Valley Road,,Wittmann,AZ,85361,United States,TRUE,FALSE,,
3,490,,16554,,,,,,,,,,,,,,Shipping,,Ford Arizona Proving Ground,,20715 W Happy Valley Road,,Wittmann,AZ,85361,United States,FALSE,TRUE,,
1,491,,16555,,,,,,,,"Williford Plastics, Inc.",Mark Mogar,,(757) 495-1091,,(757) 495-1093,Mailing,,"Williford Plastics, Inc.",,2715 Wyoming Ave,,Norfolk,VA,23513,United States,FALSE,FALSE,Net 30,TRUE
2,491,,16555,,,,,,,,,,,,,,Billing,,"Williford Plastics, Inc.",,2715 Wyoming Ave,,Norfolk,VA,23513,United States,TRUE,FALSE,,
3,491,,16555,,,,,,,,,,,,,,Shipping,,"Williford Plastics, Inc.",,2715 Wyoming Ave,,Norfolk,VA,23513,United States,FALSE,TRUE,,
1,492,,16556,,,,,,,,Arrow Crating & Packaging,Thomas Harbin,,(856) 317-9000,,(856) 317-9300,Mailing,,Arrow Crating & Packaging,,7100 Westfield Avenue,,Pennsauken,NJ,08110,United States,FALSE,FALSE,Net 30,TRUE
2,492,,16556,,,,,,,,,,,,,,Billing,,Arrow Crating & Packaging,,7100 Westfield Avenue,,Pennsauken,NJ,08110,United States,TRUE,FALSE,,
3,492,,16556,,,,,,,,,,,,,,Shipping,,Arrow Crating & Packaging,,7100 Westfield Avenue,,Pennsauken,NJ,08110,United States,FALSE,TRUE,,
1,493,,16564,,,,,,,,UE Life Sciences,Thomas Harbin,,(631) 988-5334,,,Mailing,,UE Life Sciences,,,,,,,,FALSE,FALSE,Credit Card,TRUE
2,493,,16564,,,,,,,,,,,,,,Billing,,UE Life Sciences,,26 Evelyn Drive,,Commack,NY,11725,United States,TRUE,FALSE,,
3,493,,16564,,,,,,,,,,,,,,Shipping,,UE Life Sciences,,26 Evelyn Drive,,Commack,NY,11725,United States,FALSE,TRUE,,
1,494,,16574,,,,,,,,"GrifGrips, LLC",Mark Mogar,Patrick@grifgrips.com,(256) 783-4935,,,Mailing,,"GrifGrips, LLC",,1331 McMullen Rd,,Gurley,AL,35748,United States,FALSE,FALSE,Prepay,TRUE
2,494,,16574,,,,,,,,,,,,,,Billing,,"GrifGrips, LLC",,1331 McMullen Rd,,Gurley,AL,35748,United States,TRUE,FALSE,,
3,494,,16574,,,,,,,,,,,,,,Shipping,,"GrifGrips, LLC",,1331 McMullen Rd,,Gurley,AL,35748,United States,FALSE,TRUE,,
1,495,,16577,,,,,,,,Halco,,,(510) 783-1400,,,Mailing,,Halco,,20269 Mack Steel,,Hayward,CA,94545,United States,FALSE,FALSE,,TRUE
2,495,,16577,,,,,,,,,,,,,,Billing,,Halco,,20269 Mack Steel,,Hayward,CA,94545,United States,TRUE,FALSE,,
3,495,,16577,,,,,,,,,,,,,,Shipping,,Halco,,20269 Mack Steel,,Hayward,CA,94545,United States,FALSE,TRUE,,
1,496,,16580,,,,,,,,Universal Products,Jake Sowers,,(641) 423-0184,,,Mailing,,Universal Products,,Box #1586,,Mason City,Iowa,50402,United States,FALSE,FALSE,Credit Card,TRUE
2,496,,16580,,,,,,,,,,,,,,Billing,,Universal Products,,Box #1586,,Mason City,IA,50402,United States,TRUE,FALSE,,
3,496,,16580,,,,,,,,,,,,,,Shipping,,Universal Products,,Box #1586,,Mason City,IA,50402,United States,FALSE,TRUE,,
1,497,,16586,,,,,,,,"SCI Technology, Inc.",Mark Mogar,,(256) 882-4179,,,Mailing,,"SCI Technology, Inc.",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,497,,16586,,,,,,,,,,,,,,Billing,,"SCI Technology, Inc.",,PO Box 1000,,Huntsville,AL,35807,United States,TRUE,FALSE,,
3,497,,16586,,,,,,,,,,,,,,Shipping,,"SCI Technology, Inc.",,13000 South Memorial Parkway SW,,Huntsville,AL,35803,United States,FALSE,TRUE,,
1,498,,16592,,,,,,,,DNP Denmark,Jake Sowers,,45 46 16 51 00,,45 4616 5200,Mailing,,DNP Denmark,,,,,,,,FALSE,FALSE,Prepay,TRUE
2,498,,16592,,,,,,,,,,,,,,Billing,,DNP Denmark,,Skruegangen 2,,Karlslunde,,2690,Denmark,TRUE,FALSE,,
3,498,,16592,,,,,,,,,,,,,,Shipping,,DNP Denmark,,Skruegangen 2,Gate C,Karlslunde,,2690,Denmark,FALSE,TRUE,,
1,499,,16603,,,,,,,,WexEnergy LLC,Thomas Harbin,ronwexler@wexenergy.com; rachelrosen@wexenergy.com; scottwalker@wexenergy.com,(585) 259-2526,,,Mailing,,WexEnergy LLC,,,,,,,,FALSE,FALSE,,TRUE
2,499,,16603,,,,,,,,,,,,,,Billing,,WexEnergy LLC,,WexEnergy260 E. Main Street,Suite 6318,Rochester,NY,14604,United States,TRUE,FALSE,,
3,499,,16603,,,,,,,,,,,,,,Shipping,,WexEnergy LLC,,,,,,,,FALSE,TRUE,,
1,500,,16605,,,,,,,,Sunrise Strips,Thomas Harbin,,(401) 486-1256,,,Mailing,,Sunrise Strips,,,,,,,,FALSE,FALSE,Prepay,TRUE
2,500,,16605,,,,,,,,,,,,,,Billing,,Sunrise Strips,,12 Rosebank Drive,,Providence,RI,02908,United States,TRUE,FALSE,,
3,500,,16605,,,,,,,,,,,,,,Shipping,,Sunrise Strips,,12 Rosebank Drive,,Providence,RI,02908,United States,FALSE,TRUE,,
1,501,,16614,,,,,,,,"Ramona Research, INC – A HEICO Company",Ed Rodriguez,,(858) 679-0717,,(858) 679-0457,Mailing,,"Ramona Research, INC – A HEICO Company",,13741 Danielson Street,Suite J,Poway,CA,92064,United States,FALSE,FALSE,Credit Card,TRUE
2,501,,16614,,,,,,,,,,,,,,Billing,,"Ramona Research, INC – A HEICO Company",,13741 Danielson Street,Suite J,Poway,CA,92064,United States,TRUE,FALSE,,
3,501,,16614,,,,,,,,,,,,,,Shipping,,"Ramona Research, INC – A HEICO Company",,13741 Danielson Street,Suite J,Poway,CA,92064,United States,FALSE,TRUE,,
1,502,,16618,,,,,,,,Adcolor Inc.,Mark Mogar,accounting@adcolorinc.com,(859) 253-1046,(866) 232-6567,(859) 253-1047,Mailing,,Adcolor Inc.,,620 Adcolor Drive,,Lexington,KY,40511,United States,FALSE,FALSE,Net 30,TRUE
2,502,,16618,,,,,,,,,,,,,,Billing,,Adcolor Inc.,,620 Adcolor Drive,,Lexington,KY,40511,United States,TRUE,FALSE,,
3,502,,16618,,,,,,,,,,,,,,Shipping,,Adcolor Inc.,,620 Adcolor Drive,,Lexington,KY,40511,United States,FALSE,TRUE,,
1,503,,16621,,,,,,,,"Creative Materials, Inc.",Thomas Harbin,,(978) 391-4700,,(978) 391-4705,Mailing,,"Creative Materials, Inc.",,12 Willow Road,,Ayer,MA,01432,United States,FALSE,FALSE,Net 30,TRUE
2,503,,16621,,,,,,,,,,,,,,Billing,,"Creative Materials, Inc.",,12 Willow Road,,Ayer,MA,01432,United States,TRUE,FALSE,,
3,503,,16621,,,,,,,,,,,,,,Shipping,,"Creative Materials, Inc.",,12 Willow Road,,Ayer,MA,01432,United States,FALSE,TRUE,,
1,504,,16627,,,,,,,3M,3M CHIM Mfg,Susan Chambers,"This is a buyer, not AP, but she can help if needed: Jeanine Vickerman CW <jivickerman.cw@mmm.com>",,,,Mailing,,3M CHIM Mfg,,"3M Center, Building 251-1C-09",,St. Paul,MN,55144-1000,United States,FALSE,FALSE,net 45,TRUE
2,504,,16627,,,,,,,,,,,,,,Billing,,3M CHIM Mfg,,"3M Center, Building 251-1C-09",,St. Paul,MN,55144-1000,United States,TRUE,FALSE,,
3,504,,16627,,,,,,,,,,,,,,Shipping,,3M CHIM Mfg,,"3M Center, Building 251-1C-09",,St. Paul,MN,55144-1000,United States,FALSE,TRUE,,
