Item Name/Number,Internal Id,PACKAGING/FINISHING INSTRUCTIONS,Production Instruction
8227,1191,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 105'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 1.75""
Core Label – Yes
Dividers – 9"" Round PolyFlute
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  12 x 12 x 6
Qty. Per Box – 10 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 1.75""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,250
Length per roll/unit –  105'
Finish – On Press
Application – "
8233,1192,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 18'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 1 M
Box Size –  14 x 14 x 8
Qty. Per Box – 6 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  18'
Finish – On Press
Application – "
8264,1193,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 250'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 0.2 M
Box Size –  
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes - on bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 200
Length per roll/unit –  250'
Finish – On Press
Application – "
8270,1194,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 792'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.5""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  11 x 11 x 8
Qty. Per Box – 2 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.5""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  792'
Finish – Web Techniques
Application – "
8271,1195,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 792'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.5""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 2 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.5""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  792'
Finish – Web Techniques
Application – "
8272,1196,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 792'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 5""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  11 x 11 x 8
Qty. Per Box – 2 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 5""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  792'
Finish – Web Techniques
Application – "
8273,1197,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 792'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.5""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 2 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.5""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  792'
Finish – Web Techniques
Application – "
8286,1198,"Number Across Run/Finish –  9/1
Where Finished –  On Press
Length per Roll/Unit – 115'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 250 Each
Box Size –  12 x 12 x 10
Qty. Per Box – 500 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  9/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  115'
Finish – On Press
Application – "
8293,1199,"Number Across Run/Finish –  6/1
Where Finished –  On Press
Length per Roll/Unit – 463'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.125""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  16 x 16 x 16
Qty. Per Box – Best fit per order 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.125""
Number Across Run/FInish –  6/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 5,000
Length per roll/unit –  463'
Finish – On Press
Application – "
8296,1200,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 215'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 250 Each
Box Size –  6 x 6 x 6
Qty. Per Box – 500 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  8/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  215'
Finish – On Press
Application – "
8304,1201,"Number Across Run/Finish –  12/1
Where Finished –  Off Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 125 Each
Box Size –  12 x 12 x 12
Qty. Per Box – 125 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  12/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 125
Length per roll/unit –  N/A
Finish – Off Press
Application – "
8314,1202,"Number Across Run/Finish –  5/1
Where Finished –  On Press
Length per Roll/Unit – 195'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 1.9""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 1.9""
Number Across Run/FInish –  5/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  195'
Finish – On Press
Application – "
8315,1203,"Number Across Run/Finish –  5/1
Where Finished –  On Press
Length per Roll/Unit – 114'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 1.8""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 5 Rolls
Box Size –  12 x 12 x 10
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 1.8""
Number Across Run/FInish –  5/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  114'
Finish – On Press
Application – "
8319,1204,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 160'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.25""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  12 x 12 x 10
Qty. Per Box – 2,500 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 1.25""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  160'
Finish – On Press
Application – "
8329,1205,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 120'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 1 M
Box Size –  12 x 12 x 13
Qty. Per Box – 8 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  8/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  120'
Finish – On Press
Application – "
8331,1206,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 230'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 1 M
Box Size –  16 x 16 x 10-1/4
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  230'
Finish – On Press
Application – "
8334,1207,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 20'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 15 Each
Box Size –  12 x 12 x 12
Qty. Per Box – 15 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 15
Length per roll/unit –  20'
Finish – On Press
Application – "
8337,1208,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 495'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.5""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 20 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 100 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.5""
Number Across Run/FInish –  2/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 5,000
Length per roll/unit –  495'
Finish – On Press
Application – "
8338,1209,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 198'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.5""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 20 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 100 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.5""
Number Across Run/FInish –  2/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 5,000
Length per roll/unit –  198'
Finish – On Press
Application – "
8339,1210,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 189'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.5""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 20 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 100 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.5""
Number Across Run/FInish –  2/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 5,000
Length per roll/unit –  189'
Finish – On Press
Application – "
8364,1211,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 125'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Each
Box Size –  8 x 8 x 8
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  125'
Finish – Off Press
Application – "
8372,1212,"Number Across Run/Finish –  7/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  12 3/4 x 11 x 4
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  7/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  N/A
Finish – On Press
Application – "
8373,1213,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  6 x 6 x 6
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – No
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  N/A
Finish – On Press
Application – "
8375,1214,"Number Across Run/Finish –  48/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  10 x 10 x 10
Qty. Per Box – 100 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  48/1
Core Label – No
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  N/A
Finish – On Press
Application – "
8376,1215,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  13 x 13 x 10
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  N/A
Finish – On Press
Application – "
8382,1216,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 2'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 36 
Box Size –  12 x 12 x 12
Qty. Per Box – 60,000 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  2'
Finish – On Press
Application – "
8395,1217,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 375'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 200 
Box Size –  16 1/2 x 8 1/2 x 13
Qty. Per Box – 200 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  375'
Finish – On Press
Application – "
8416,1218,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 100 Each
Box Size –  14 1/4 x 8 3/4  x 12 5/8
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  3/1
Core Label – Yes - on bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 
Length per roll/unit –  N/A
Finish – On Press
Application – "
8435,1219,"Number Across Run/Finish –  6/1
Where Finished –  On Press
Length per Roll/Unit – 886'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 39.5 mm
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  18 x 18 x 8
Qty. Per Box – 24 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 39.5 mm
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  886'
Finish – On Press
Application – "
8437,1220,"Number Across Run/Finish –  3/3
Where Finished –  On Press
Length per Roll/Unit – 207'
Core Type –  6"" plastic, 0.155"" PP
Core Width – 2""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 11,640 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  6"" plastic, 0.155"" PP
Width – 2""
Number Across Run/FInish –  3/3
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,910
Length per roll/unit –  207'
Finish – On Press
Application – "
8440,1221,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 11'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 4.375""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box –  M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 4.375""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 50
Length per roll/unit –  11'
Finish – On Press
Application – "
8442,1222,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 334'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 1 M
Box Size –  22 X 17 X 26
Qty. Per Box – 1 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  334'
Finish – On Press
Application – "
8444,1223,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 2'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  20 3/4 X 16 3/4 X 26
Qty. Per Box – 204 
Weight/box – 
Box Per Pallet – 8
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Ask
Pieces per roll/Unit – 8
Length per roll/unit –  2'
Finish – Off Press
Application – "
8445,1224,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 3'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  20 7/8 X 20 X 26
Qty. Per Box – 136 
Weight/box – 
Box Per Pallet – 8
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Ask
Pieces per roll/Unit – 8
Length per roll/unit –  3'
Finish – Off Press
Application – "
8446,1225,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 1'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  16 1/2 x 8 1/2 x 13
Qty. Per Box – 240 
Weight/box – 
Box Per Pallet – 8
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Ask
Pieces per roll/Unit – 8
Length per roll/unit –  1'
Finish – Off Press
Application – "
8458,1226,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 510'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 4.125""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  12 x 12 x 4
Qty. Per Box – 6 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 4.125""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 3
Unwind Dir. Finish –  4
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  510'
Finish – Web Techniques
Application – "
8469,1227,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 30'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - On Bag
Dividers – 
Bag Size – 
Qty. Per Bag – 75 Each
Box Size –  
Qty. Per Box – 75 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes - On Bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 50
Length per roll/unit –  30'
Finish – On Press
Application – "
8477,1228,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8478,1229,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8479,1230,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8480,1231,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
