Item Name/Number,Display Name/Code,Vendor Name/Code,Primary Units Type Internal ID,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Consumption Unit,Primary Sales Unit,Description,Department,Location,PACKAGING/FINISHING INSTRUCTIONS,PACKAGING/FINISHING INSTRUCTIONS COMMENTS,P & S INSTRUCTIONS,PRODUCTION & SPECIAL INSTRUCTIONS,P & S COMMENTS,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Item Weight,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
1200,"Die Cut Label Post-a-Dots 1"" Dia",PAD-2500,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Die Cut Label - Post-a-Dots - 1"" Dia",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  Web Techniques
Length per Roll/Unit – 222'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.06""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  14 x 7 x 13-1/4
Qty. Per Box – 50 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Plain or Printed core will be determined by work order.  If product ID label on work order calls out anything other than Strouse; use a PLAIN core.  

Box quantity and size to be determined by size of order.  This will vary from order to order and customer to customer.","Core  –  3"" Paper 1/8"" White Brown
Width – 1.06""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,500
Length per roll/unit –  222'
Finish – Web Techniques
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 1.06""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,500
Length per roll/unit –  222'
Finish – Web Techniques
Application – Hand","Any 1"" or 3"" removable sheeter per: AB 9, CA 159, CA 795
Do not schedule on Pace 2
Plain or Printed core will be determined by work order.  If product ID label on work order calls out anything other than Strouse; use a PLAIN core.","Any 1"" or 3"" removable sheeter per: AB 9, CA 159, CA 795
Do not schedule on Pace 2
Plain or Printed core will be determined by work order.  If product ID label on work order calls out anything other than Strouse; use a PLAIN core.",TRUE,Average,Default Cost Category,,TRUE,,54.65,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,"1/10/2022 - BH Material ordering length and press die to die registration.
10/2/2020 - Skip - Discussions were had about purchasing new dies. If we do this, we will run the job with an underscore so we can pull the trim up with the matrix. If running on Pace 2, the first die station will need to be nip and underscore die. Second die station will need to be the circle die. the last die station will need to be the perf die. ","1/10/2022 - BH Material ordering length and press die to die registration.
10/2/2020 - Skip - Discussions were had about purchasing new dies. If we do this, we will run the job with an underscore so we can pull the trim up with the matrix. If running on Pace 2, the first die station will need to be nip and underscore die. Second die station will need to be the circle die. the last die station will need to be the perf die. "
1286,Tape PP. 48mm x 110Yd,1286,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Tape - PP. - 48mm x 110Yd,,Strouse-HQ,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 110 Yd
Core Type –  3"" Paper (1/8"" wall)
Core Width – 1.968
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  16 1/2 x 8 1/2 x 13
Qty. Per Box – 36 
Weight/box – 
Box Per Pallet – 
Pallet Type – ",For internal use. Tolerances are for guidelines only. ,"Core  –  3"" Paper (1/8"" wall)
Width – 1.968
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  110 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper (1/8"" wall)
Width – 1.968
Number Across Run/FInish –  3/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  110 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
1311,"Fabricated Part 2 mil polyimide film with high temperature Adh. on PET liner supplied on plastic cores 5/8"" x 60Yd",MM203002003,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Fabricated Part - 2 mil polyimide film with high temperature Adh. on PET liner supplied on plastic cores - 5/8"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  9/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.625""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 48 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Include Strouse C of C w/ Kaneka DOM('s) & Lot #('s).

*All Polyimide received by Strouse will be converted and shipped.

*Polyimide Raw Material Lot # Must be on Core Labels and on Box Labels.  Do not truncate; use full Lot #.

*Do not mix Lot #'s of Polyimide.  OK to mix Lot numbers of adhesive.
*Do NOT label rolls with the Strouse Work Order Number.

*Heat seal each roll, and package 12 per bag.
*Line the box with a large bag before placing the bags of 12 in the carton.","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.625""
Number Across Run/FInish –  9/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Film Out
Unwind Dir. Finish –  Film Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.625""
Number Across Run/FInish –  9/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Film Out
Unwind Dir. Finish –  Film Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – Hand","Presses must be wiped down before the start of this job.  An ISOLATED cart must be used to put the rolls on after running for packaging, this also must be wiped down before material is laid on it.  Finished product MUST be free of dirt and debris!!!","Presses must be wiped down before the start of this job.  An ISOLATED cart must be used to put the rolls on after running for packaging, this also must be wiped down before material is laid on it.  Finished product MUST be free of dirt and debris!!!",TRUE,Average,Default Cost Category,,TRUE,,55.55555,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,"10/29/2020 BH For next order, review if it would be better running on Delta for better tension control","10/29/2020 BH For next order, review if it would be better running on Delta for better tension control"
1386,"Butt Cut Part PET, Checkerboard 3/4"" X 3/4"" X 36Yd",902/5108814,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Butt Cut Part - PET, Checkerboard - 3/4"" X 3/4"" X 36Yd",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 36 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 0.750""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  10 x 10 x 10
Qty. Per Box – 50 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.750""
Number Across Run/FInish –  8/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.750""
Number Across Run/FInish –  8/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,18,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 199
  Ink Type: Alcohol
  Anilox: 200
  Print Cylinder: 65
  Vendor: ",,
1497,"d/c Tape Printed with Red Arrow every 2"" 1"" x 36Yd",See work order,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"d/c Tape - Printed with Red Arrow every 2"" - 1"" x 36Yd",,Strouse-HQ,"Number Across Run/Finish –  6/1
Where Finished –  On Press
Length per Roll/Unit – 36 Yd
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 1.0""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  14 1/4 x 8 3/4  x 12 5/8
Qty. Per Box – 36 Rolls
Weight/box – 17
Box Per Pallet – 
Pallet Type – ","NO PARTIAL CASE ACCEPTED
","Core  –  3"" Paper 1/8"" White Brown
Width – 1.0""
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – 7
Unwind Dir. Finish –  7
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 1.0""
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – 7
Unwind Dir. Finish –  7
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,12.54,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 199
  Ink Type: Flexo
  Anilox: 300
  Print Cylinder: 65
  Vendor: ","Last run on 10/13/2021: the arrows are not centered in the cross-web direction
","Last run on 10/13/2021: the arrows are not centered in the cross-web direction
"
1633,"Fabricated Part White poly-backed 3 ply tissue laminated with 1/2"" wide Adh. transfer and printed/perfed every 13"" 5-1/2"" x 108'",ST-178,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Fabricated Part - White poly-backed 3 ply tissue laminated with 1/2"" wide Adh. transfer and printed/perfed every 13"" - 5-1/2"" x 108'",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 112'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 5.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  12 1/2 x 8 1/2 x 12 5/8
Qty. Per Box – 4 Rolls
Weight/box – 6
Box Per Pallet – 48 or 32; see note
Pallet Type – ","1 roll per bag.  4 rolls per 14 1/4"" x 8 3/4"" x 12 5/8"" box.  Check print to make sure line is straight.  Maximum O.D. of roll is 7.25"".  No splices - CONTINUOUS ROLLS ONLY.

MUST RUN EXACT QUANTITY ON ORDER!!!  MUST STACK ON PLASTIC PALLETS ONLY.

Include 80 Cust. Supplied Dispenser cartons, and 10 brown boxes with each shipment of 320 Rolls.
If the order QTY is for 320 Rolls; place 48 boxes on one pallet, and 32 boxes on another.  Keep the pallet height under 62"".","Core  –  3"" Paper 1/8"" White Brown
Width – 5.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Tape/Film Out
Unwind Dir. Finish –  Tape/Film Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  112'
Finish – On Press
Application – Hand","Core  –  3"" Paper 1/8"" White Brown
Width – 5.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  No
Unwind Dir. Run – Tape/Film Out
Unwind Dir. Finish –  Tape/Film Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  112'
Finish – On Press
Application – Hand","Off core specification is ± 0.125"" - Roll length changed to 112 ft in response to CAR.  This is a blind change and the product should continue to be labeled as 108'.  Try using 200 anilox with a doctor blade the next time this job runs to reduce ink slinging issues.  Assure metering roller is in good repair and not picking up excess ink.
No Splices - COntinuous Rolls only.  PLACE ON PLASTIC PALLETS.

Outside Diameter of finished roll to be 7.25"" ABSOLUTE MAX!!!","Off core specification is ± 0.125"" - Roll length changed to 112 ft in response to CAR.  This is a blind change and the product should continue to be labeled as 108'.  Try using 200 anilox with a doctor blade the next time this job runs to reduce ink slinging issues.  Assure metering roller is in good repair and not picking up excess ink.
No Splices - COntinuous Rolls only.  PLACE ON PLASTIC PALLETS.

Outside Diameter of finished roll to be 7.25"" ABSOLUTE MAX!!!",TRUE,Average,Default Cost Category,,TRUE,,13.65,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Film III 199 red
  Ink Type: Water
  Anilox: 400
  Print Cylinder: 104
  Vendor: try 200 anilox w doc blade

Ink 2
  Color:  with fast dry extender
  Ink Type: 
  Anilox: 
  Print Cylinder: 
  Vendor: ",,
1751,"Slit Tape Yellow UPVC printed ""Inspected...P-2178"" 3/4"" x 72Yd (66m)",P-2178-STC,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - Yellow UPVC printed ""Inspected...P-2178"" - 3/4"" x 72Yd (66m)",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  Off Press
Length per Roll/Unit – 72 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 19 mm
Core Label – No
Dividers – None
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 48 Rolls
Weight/box – 12
Box Per Pallet – 
Pallet Type – ","Use .743"" spacers for blades. 19mm guides + cores

NO CORE LABELS!!!!

PO Number and Part Number must be on all boxes.","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 19 mm
Number Across Run/FInish –  8/1
Core Label – No
±10% –  No
Unwind Dir. Run – 2
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – Off Press
Application – Hand","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 19 mm
Number Across Run/FInish –  8/1
Core Label – No
±10% –  No
Unwind Dir. Run – 2
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – Off Press
Application – Hand",,,TRUE,Average,Default Cost Category,,TRUE,,3.89,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: PVC
  Anilox: 400
  Print Cylinder: 57
  Vendor: ",,
1783,"Slit Tape Yellow UPVC printed ""Inspected...P-7903"" 3/4"" x 72Yd (66m)",P-7903-STC,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - Yellow UPVC printed ""Inspected...P-7903"" - 3/4"" x 72Yd (66m)",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  Off Press
Length per Roll/Unit – 72 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 19 mm
Core Label – No
Dividers – None
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 48 Rolls
Weight/box – 12
Box Per Pallet – 
Pallet Type – ","Use .743"" spacers for blades. 19mm guides + cores

NO CORE LABELS!!!!

PO Number and Part Number must be on all boxes.","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 19 mm
Number Across Run/FInish –  8/1
Core Label – No
±10% –  No
Unwind Dir. Run – 2
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – Off Press
Application – Automatic","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 19 mm
Number Across Run/FInish –  8/1
Core Label – No
±10% –  No
Unwind Dir. Run – 2
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – Off Press
Application – Automatic",,,TRUE,Average,Default Cost Category,,TRUE,,3.89,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: PVC
  Anilox: 400+
  Print Cylinder: 57
  Vendor: ",,"11/30/2021 - RB - Note below is for a temporary shortage of yellow UPVC.
New  material: Tesa 04120 white-will be flood coated yellow."
1796,"Slit Tape Yellow UPVC printed ""Inspected...P-1318"" 3/4"" x 72Yd (66m)",P-1318-STC,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - Yellow UPVC printed ""Inspected...P-1318"" - 3/4"" x 72Yd (66m)",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  Off Press
Length per Roll/Unit – 72 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 19 mm
Core Label – No
Dividers – None
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  
Qty. Per Box – 48 Rolls
Weight/box – 12
Box Per Pallet – 
Pallet Type – ","Use .743"" spacers for blades. 19mm guides + cores

NO CORE LABELS!!!!

PO Number and Part Number must be on all boxes.","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 19 mm
Number Across Run/FInish –  8/1
Core Label – No
±10% –  No
Unwind Dir. Run – 2
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – Off Press
Application – Hand","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 19 mm
Number Across Run/FInish –  8/1
Core Label – No
±10% –  No
Unwind Dir. Run – 2
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Continuous
Partial Case –  No
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – Off Press
Application – Hand","Use .743"" spacers for blades.  19mm guides+cores.","Use .743"" spacers for blades.  19mm guides+cores.",TRUE,Average,Default Cost Category,,TRUE,,4.47,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: black
  Ink Type: PVC
  Anilox: 400
  Print Cylinder: 48
  Vendor: ",,
1829,"Fabricated Part Slit Dupont Grade A Mylar 1/2"" x 1,000'",EH-2702,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Fabricated Part - Slit Dupont Grade A Mylar - 1/2"" x 1,000'",,Strouse-HQ,"Number Across Run/Finish –  11/1
Where Finished –  On Press
Length per Roll/Unit – 1,000'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 0.5""
Core Label – Yes
Dividers – See Below
Bag Size – 
Qty. Per Bag – 1 Roll
Box Size –  14 x 14 x 8
Qty. Per Box – 55 Rolls
Weight/box – 16
Box Per Pallet – 
Pallet Type – ","Rolls are to be Heat-sealed one per bag, then 2 sealed rolls are to be bagged in a 7 x 10.  The 55th roll of each case will be a single roll double bagged.  Roll # to start with ""0001"" and end with whatever the WO calls for as the quantity.

Use format 1829 core - Should appear as shown in Core Label box, but their PO # will change every time.
Keep lots separate and appropriately labeled.  Only use the first 7 digits of the material lot number.
When packaging ""yellow"" material, please place a yellow dot on the box next to the label.  All rolls should have blue tape to note roll end.

C of C needed; with material description and material lot #('s).","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.5""
Number Across Run/FInish –  11/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  1,000'
Finish – On Press
Application – Automatic","Core  –  3"" Plastic 0.10"" HDPE
Width – 0.5""
Number Across Run/FInish –  11/1
Core Label – Yes
±10% –  OK
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  1,000'
Finish – On Press
Application – Automatic","Do not run on Siat 4 unless we buy guides.
Some of the PET material will have a yellowish cast and some a gray cast.  The yellowish material needs to be separated and the boxes of finished yellowish rolls need to be marked with a yellow dot. ","Do not run on Siat 4 unless we buy guides.
Some of the PET material will have a yellowish cast and some a gray cast.  The yellowish material needs to be separated and the boxes of finished yellowish rolls need to be marked with a yellow dot. ",TRUE,Average,Default Cost Category,,TRUE,,4.86,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
